Sample_number,run_id,run_date,sample_id,sample_operator,kit_type,date_pipeline,pipeline_iteration,pass_qc,sample_strain,sample_clade
1,1,10/21/21,HUP_18_prior,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
2,1,10/21/21,HUP_19_001,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
3,1,10/21/21,HUP_19_005,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
4,1,10/21/21,HUP_19_007,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
5,1,10/21/21,HUP_19_010,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
6,1,10/21/21,HUP_19_011,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
7,1,10/21/21,HUP_19_015,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
8,1,10/21/21,HUP_19_017,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
9,1,10/21/21,HUP_19_018,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
10,1,10/21/21,HUP_19_022,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
11,1,10/21/21,HUP_19_024,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
12,1,10/21/21,HUP_19_026,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
13,1,10/21/21,HUP_19_027,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
14,1,10/21/21,HUP_19_028,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
15,1,10/21/21,HUP_19_029,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
16,1,10/21/21,HUP_19_031,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
17,1,10/21/21,HUP_19_032,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
18,1,10/21/21,HUP_19_033,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
19,1,10/21/21,HUP_19_036,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
20,1,10/21/21,HUP_19_037,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
21,1,10/21/21,HUP_19_039,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
22,1,10/21/21,HUP_19_042,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
23,1,10/21/21,HUP_19_043,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
24,1,10/21/21,HUP_19_046,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
25,1,10/21/21,HUP_19_047,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
26,1,10/21/21,HUP_19_049,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
27,1,10/21/21,HUP_19_057,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
28,1,10/21/21,HUP_19_059,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
29,1,10/21/21,HUP_19_062,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
30,1,10/21/21,HUP_19_064,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
31,1,10/21/21,HUP_19_065,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
32,1,10/21/21,HUP_19_070,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
33,1,10/21/21,HUP_19_071,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
34,1,10/21/21,HUP_19_072,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
35,1,10/21/21,HUP_19_073,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
36,1,10/21/21,HUP_19_074,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
37,1,10/21/21,HUP_19_075,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
38,1,10/21/21,HUP_19_076,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
39,1,10/21/21,HUP_19_079,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
40,1,10/21/21,HUP_19_080,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
41,1,10/21/21,HUP_19_081,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
42,1,10/21/21,HUP_19_083,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
43,1,10/21/21,HUP_19_084,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
44,1,10/21/21,HUP_19_087,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
45,1,10/21/21,HUP_19_089,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
46,1,10/21/21,HUP_19_091,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
47,1,10/21/21,HUP_19_092,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
48,1,10/21/21,HUP_19_093,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
49,1,10/21/21,HUP_19_096,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
50,1,10/21/21,HUP_19d_001,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
51,1,10/21/21,HUP_19d_005,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
52,1,10/21/21,HUP_19d_007,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
53,1,10/21/21,HUP_19d_010,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
54,1,10/21/21,HUP_19d_011,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
55,1,10/21/21,HUP_19d_015,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
56,1,10/21/21,HUP_19d_017,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
57,1,10/21/21,HUP_19d_018,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
58,1,10/21/21,HUP_19d_022,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
59,1,10/21/21,HUP_19d_024,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
60,1,10/21/21,HUP_19d_026,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
61,1,10/21/21,HUP_19d_027,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
62,1,10/21/21,HUP_19d_028,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
63,1,10/21/21,HUP_19d_029,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
64,1,10/21/21,HUP_19d_031,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
65,1,10/21/21,HUP_19d_032,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
66,1,10/21/21,HUP_19d_033,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
67,1,10/21/21,HUP_19d_036,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
68,1,10/21/21,HUP_19d_037,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
69,1,10/21/21,HUP_19d_039,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
70,1,10/21/21,HUP_19d_042,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
71,1,10/21/21,HUP_19d_043,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
72,1,10/21/21,HUP_19d_046,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
73,1,10/21/21,HUP_19d_047,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
74,1,10/21/21,HUP_19d_049,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
75,1,10/21/21,HUP_19d_057,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
76,1,10/21/21,HUP_19d_059,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
77,1,10/21/21,HUP_19d_062,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
78,1,10/21/21,HUP_19d_064,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
79,1,10/21/21,HUP_19d_065,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
80,1,10/21/21,HUP_19d_070,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
81,1,10/21/21,HUP_19d_071,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
82,1,10/21/21,HUP_19d_072,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
83,1,10/21/21,HUP_19d_073,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
84,1,10/21/21,HUP_19d_074,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
85,1,10/21/21,HUP_19d_075,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
86,1,10/21/21,HUP_19d_076,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
87,1,10/21/21,HUP_19d_079,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
88,1,10/21/21,HUP_19d_080,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
89,1,10/21/21,HUP_19d_081,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
90,1,10/21/21,HUP_19d_083,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
91,1,10/21/21,HUP_19d_084,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
92,1,10/21/21,HUP_19d_087,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
93,1,10/21/21,HUP_19d_089,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
94,1,10/21/21,HUP_19d_091,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
95,1,10/21/21,HUP_19d_093,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
96,1,10/21/21,HUP_19d_096,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/9/22,FluPipeline_updates3,,,
97,2,12/10/21,ashley_2,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,,,
98,2,12/10/21,ashley_3,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,,,
99,2,12/10/21,ashley_4,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,,,
100,2,12/10/21,ashley_5,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,,,
101,2,12/10/21,H3_1,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H3N2,NA
102,2,12/10/21,H3_2,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,,,
103,2,12/10/21,H3_3,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,Yes,H3N2,3C.2a1b.2a.2
104,2,12/10/21,H3_4,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,,,
105,2,12/10/21,H3_5,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H3N2,3C.2a1b.2a.2
106,2,12/10/21,H3_6,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H3N2,3C.2a1b.2a.2
107,2,12/10/21,H3_7,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H3N2,NA
108,2,12/10/21,H3_8,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,Yes,H3N2,3C.2a1b.2a.2
109,2,12/10/21,H3_9,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,Na,H3N2,NA
110,2,12/10/21,HUP_37,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H3N2,3C.2a1b.1b
111,2,12/10/21,HUP_57,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H1N1,6B.1A.5a.2
112,2,12/10/21,HUP_59,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,Yes,H1N1,6B.1A.5A.1
113,2,12/10/21,HUP_73,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H1N1,unassigned
114,2,12/10/21,HUP_74,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,NA,NA
115,2,12/10/21,HUP_75,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,NA,NA
116,2,12/10/21,HUP_81,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H1N1,6B.1A.5a.2
117,2,12/10/21,HUP_83,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,NA,NA,NA
118,2,12/10/21,HUP_84,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H1N1,NA
119,2,12/10/21,HUP_89,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H1N1,6B.1A.5a.2
120,2,12/10/21,water1,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,H1N1,NA
121,2,12/10/21,water2,"Ashley, Lydia","NextSeq 500/550 Mid Output, 150 cycles",2/21/22,FluPipeline_updates3,No,NA,NA
122,3,1/20/22,Ashley_11,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H3N2,3C.3a
123,3,1/20/22,Ashley_11r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H3N2,3C.3a
124,3,1/20/22,Ashley_2,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.2a2
125,3,1/20/22,Ashley_2r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.2a2
126,3,1/20/22,Ashley_3,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H1N1,6B.1A.1
127,3,1/20/22,Ashley_3r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H1N1,6B.1A.1
128,3,1/20/22,Ashley_4,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.3a1
129,3,1/20/22,Ashley_4r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.3a1
130,3,1/20/22,Ashley_5,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H1N1,6B.1A.5b
131,3,1/20/22,Ashley_5r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H1N1,6B.1A.5b
132,3,1/20/22,Ashley_6,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H1N1,6B.1A.1
133,3,1/20/22,Ashley_6r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H1N1,6B.1A.1
134,3,1/20/22,Ashley_7,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H3N2,3C.2a2
135,3,1/20/22,Ashley_7r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H3N2,3C.2a2
136,3,1/20/22,Ashley_8,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H1N1,6B.1A.5b
137,3,1/20/22,Ashley_8r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,No,H1N1,6B.1A.5b
138,3,1/20/22,Ashley_9,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.3a1
139,3,1/20/22,Ashley_9r,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.3a1
140,3,1/20/22,B21_03,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.2a1b.2a.2
141,3,1/20/22,B21_05,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.2a1b.2a.2
142,3,1/20/22,B21_06,"Ashley, Lydia","NextSeq 500/550 Mid Output, 300 cycles",2/13/22,FluPipeline_updates3,Yes,H3N2,3C.2a1b.2a.2
